term,code
mikulicz' disease,C07.465.815.355
miliaria,C17.800.946.492
mite infestations,C01.610.858.211.480
mitral valve insufficiency,C14.280.484.461
mitral valve prolapse,C14.280.484.400.500
mitral valve stenosis,C14.280.484.517
mixed connective tissue disease,C17.300.540
"adenoma, pleomorphic",C04.557.435.090
molluscum contagiosum,C01.925.256.743.611
monieziasis,C01.610.335.190.628
monkey diseases,C22.735.500
monoclonal gammopathy of undetermined significance,C15.378.147.542.640
monosomy,C23.550.210.050.500
"abnormalities, severe teratoid",C16.131.085
monteggia's fracture,C05.550.518.336.750
morphine dependence,C25.775.643.500.600
motion sickness,C23.888.571
"fluorosis, dental",C07.793.330
mouth abnormalities,C07.465.525
stomatognathic diseases,C07
mouth breathing,C08.618.659
mouth diseases,C07.465
mouth neoplasms,C04.588.443.591
"mouth, edentulous",C07.465.550
movement disorders,C10.228.662
moyamoya disease,C10.228.140.300.200.600
mucocele,C04.182.511
mucocutaneous lymph node syndrome,C14.907.940.560
mucolipidoses,C05.116.198.371
mucopolysaccharidoses,C16.320.565.202.715
mucopolysaccharidosis iii,C16.320.565.202.715.650
mucopolysaccharidosis iv,C16.320.565.202.715.655
mucopolysaccharidosis vi,C16.320.565.202.715.670
mucormycosis,C01.150.703.980.600
multiple carboxylase deficiency,C16.320.565.100.620
multiple myeloma,C04.557.595.500
multiple organ failure,C23.550.835.525
multiple sclerosis,C10.114.375.500
multiple trauma,C26.640
mumps,C01.925.782.580.600.680.500
muscle cramp,C05.651.475
muscle hypertonia,C10.597.613.550
muscle hypotonia,C10.597.613.575
muscle rigidity,C05.651.504
muscle spasticity,C05.651.512
muscular atrophy,C10.597.613.612
"muscular atrophy, spinal",C10.228.854.468
muscular diseases,C05.651
muscular dystrophies,C05.651.534.500
"muscular dystrophy, animal",C22.595
musculoskeletal abnormalities,C05.660
musculoskeletal diseases,C05
mushroom poisoning,C25.723.415.551
mutism,C10.597.606.150.500.800.500
myasthenia gravis,C04.588.614.550.500
mycobacterium infections,C01.150.252.410.040.552
"mycobacterium infections, nontuberculous",C01.150.252.410.040.552.475
mycoplasma infections,C01.150.252.400.610.610
mycoplasmatales infections,C01.150.252.400.610
mycoses,C01.150.703
mycosis fungoides,C04.557.386.480.750.800.550
myelitis,C01.207.618
"myelitis, transverse",C01.207.618.250
myelodysplastic syndromes,C15.378.190.625
myeloproliferative disorders,C15.378.190.636
myiasis,C01.610.858.211.503
cardiomyopathies,C14.280.238
myocardial infarction,C14.280.647.500
myocarditis,C14.280.238.625
myoclonus,C10.597.350.500
myoepithelioma,C04.557.435.585
myofascial pain syndromes,C05.651.550
myoglobinuria,C05.651.807.628
myoma,C04.557.450.590.540
myopia,C11.744.636
myosarcoma,C04.557.450.590.550
myositis,C05.651.594
myositis ossificans,C05.651.594.638
myotonia,C10.597.613.700
myotonic dystrophy,C05.651.534.500.500
myotonia congenita,C05.651.662.500
myxedema,C17.300.550.590
myxoma,C04.557.450.565.550
"myxomatosis, infectious",C01.925.256.743.665
myxosarcoma,C04.557.450.565.560
nail diseases,C17.800.529
nail-patella syndrome,C05.550.629
"nails, ingrown",C17.800.529.406
"nails, malformed",C23.300.820
nairobi sheep disease,C01.920.500.614
narcolepsy,C10.886.425.800.200.750
opioid-related disorders,C25.775.643.500
nasal polyps,C08.460.572
nasopharyngeal diseases,C07.550.350
nasopharyngeal neoplasms,C04.588.443.665.710.650
nasopharyngitis,C01.748.561.500
nausea,C23.888.821.712
necatoriasis,C01.610.335.508.700.775.455.683
necrobiosis lipoidica,C17.300.200.495.545
necrosis,C23.550.717
nelson syndrome,C04.588.322.609.145.500
nematode infections,C01.610.335.508
neonatal abstinence syndrome,C16.614.610
"congenital, hereditary, and neonatal diseases and abnormalities",C16
neoplasm invasiveness,C04.697.645
neoplasm metastasis,C04.697.650
"neoplasm recurrence, local",C04.697.655
"neoplasm regression, spontaneous",C04.697.670
neoplasm seeding,C04.697.650.830
neoplasms,C04
neoplasms by histologic type,C04.557
neoplasms by site,C04.588
"neoplasms, connective tissue",C04.557.450.565
"neoplasms, germ cell and embryonal",C04.557.465
"neoplasms, experimental",C04.619
"neoplasms, glandular and epithelial",C04.557.470
"neoplasms, hormone-dependent",C04.626
multiple endocrine neoplasia,C04.588.322.400
"neoplasms, multiple primary",C04.651
"neoplasms, muscle tissue",C04.557.450.590
"neoplasms, nerve tissue",C04.557.580
"neoplasms, radiation-induced",C04.682
"neoplasms, unknown primary",C04.697.650.895
"neoplasms, vascular tissue",C04.557.645
paraneoplastic endocrine syndromes,C04.588.322.490
neoplastic processes,C04.697
"neoplastic syndromes, hereditary",C04.700
"neovascularization, pathologic",C23.550.589.500
nephritis,C12.050.351.968.419.570
"nephritis, hereditary",C12.050.351.875.742
"nephritis, interstitial",C12.050.351.968.419.570.643
wilms tumor,C04.557.435.595
nephrocalcinosis,C12.050.351.968.419.590
nephrosclerosis,C12.050.351.968.419.610
nephrosis,C12.050.351.968.419.630
"nephrosis, lipoid",C12.050.351.968.419.630.477
nephrotic syndrome,C12.050.351.968.419.630.643
nerve compression syndromes,C10.668.829.550
nerve degeneration,C23.550.737
nervous system malformations,C10.500
nervous system diseases,C10
nervous system neoplasms,C04.588.614
neural tube defects,C10.500.680
neuralgia,C10.668.829.600
neurilemmoma,C04.557.465.625.650.595
neuritis,C10.668.829.650
"neuritis, autoimmune, experimental",C10.114.703.700
neuroblastoma,C04.557.465.625.600.590.650.550
neurodermatitis,C17.800.174.660
neurofibroma,C04.557.580.600.580
neurofibromatosis 1,C04.557.580.600.580.590.650
neuroleptic malignant syndrome,C10.228.140.079.737
neurologic manifestations,C10.597
neuroma,C04.557.580.600.610
"neuroma, acoustic",C04.557.465.625.650.595.610
neuromuscular diseases,C10.668
neuromyelitis optica,C10.114.375.600.500
neuronal ceroid-lipofuscinoses,C10.574.500.550
hereditary sensory and autonomic neuropathies,C10.500.250
neurosyphilis,C01.150.252.223.600
neutropenia,C15.378.553.546.184.564
nevus,C04.557.665.560
nevus of ota,C04.557.665.560.615.585
"nevus, pigmented",C04.557.665.560.615
newcastle disease,C01.925.782.580.600.080.600
niemann-pick diseases,C10.228.140.163.100.435.825.700
nocardia infections,C01.150.252.410.040.692
noma,C07.465.604
"nondisjunction, genetic",C23.550.210.645
nonodontogenic cysts,C04.182.089.530.660
noonan syndrome,C05.660.207.690
"nose deformities, acquired",C08.460.619
nose diseases,C08.460
nose neoplasms,C04.588.149.721.600
nutrition disorders,C18.654
nutritional and metabolic diseases,C18
night blindness,C11.966.671
"nystagmus, pathologic",C10.292.562.675
obesity,C18.654.726.750.500
"obesity, morbid",C18.654.726.750.500.700
"dermatitis, occupational",C17.800.174.255.700
occupational diseases,C24
ochronosis,C23.550.744
ocular hypertension,C11.525
oculocerebrorenal syndrome,C10.228.140.163.100.640
odontogenic cysts,C04.182.089.530.690
odontogenic tumors,C04.557.695
odontoma,C04.557.695.610
oesophagostomiasis,C01.610.335.508.700.775.583
oligodendroglioma,C04.557.465.625.600.380.590
oligomenorrhea,C23.550.568.937
oligospermia,C12.100.500.430.508
oliguria,C12.050.351.968.934.600
olivopontocerebellar atrophies,C10.177.575.550.375
onchocerciasis,C01.610.335.508.700.750.361.699
oophoritis,C12.050.351.500.056.630.450
endophthalmitis,C01.375.265
ophthalmia neonatorum,C01.150.252.289.225.625
"ophthalmia, sympathetic",C11.941.879.780.500
ophthalmoplegia,C10.292.562.750
opisthorchiasis,C01.610.335.865.685
opportunistic infections,C01.597
optic atrophy,C10.292.700.225
optic nerve diseases,C10.292.700
optic neuritis,C10.292.700.550
oral manifestations,C07.465.634
oral submucous fibrosis,C07.465.654
orbital diseases,C11.675
orbital fractures,C10.900.300.284.500.550
orbital neoplasms,C04.588.149.721.656
orchitis,C12.100.500.829.493
psittacosis,C01.150.252.400.210.250.600
oroantral fistula,C07.465.614.421
orofaciodigital syndromes,C05.116.099.370.652
oropharyngeal neoplasms,C04.588.443.665.710.684
orthomyxoviridae infections,C01.925.782.620
"ossification, heterotopic",C23.550.751
osteitis,C05.116.680
osteitis deformans,C05.116.692
osteitis fibrosa cystica,C05.116.132.684
osteoarthritis,C05.550.114.606
"osteoarthropathy, primary hypertrophic",C05.116.725
"osteoarthropathy, secondary hypertrophic",C05.116.758
osteochondritis,C05.116.791
osteochondritis dissecans,C05.116.791.668
osteochondrodysplasias,C05.116.099.708
osteogenesis imperfecta,C05.116.099.708.685
osteolysis,C05.116.264.579
"osteolysis, essential",C05.116.099.736
osteoma,C04.557.450.565.575.625
"osteoma, osteoid",C04.557.450.565.575.625.625
osteomalacia,C05.116.198.816.640
osteomyelitis,C01.160.495
osteonecrosis,C05.116.852
osteopetrosis,C05.116.099.708.702.678
osteopoikilosis,C05.116.099.708.702.685
osteoporosis,C05.116.198.579
osteoradionecrosis,C26.733.579
osteosclerosis,C05.116.099.708.702
ostertagiasis,C01.610.335.508.700.775.825.580
otitis,C09.218.705
otitis externa,C09.218.705.496
otitis media,C09.218.705.663
otitis media with effusion,C09.218.705.663.670
"otitis media, suppurative",C01.830.694
otorhinolaryngologic diseases,C09
otorhinolaryngologic neoplasms,C04.588.443.665
otosclerosis,C09.218.768
ovarian cysts,C04.182.612
ovarian diseases,C12.050.351.500.056.630
ovarian neoplasms,C04.588.322.455
oxyuriasis,C01.610.335.508.700.550.550
"paget's disease, mammary",C04.557.470.200.240.187.500
"paget disease, extramammary",C04.557.470.200.025.660
pain,C23.888.592.612
"pain, intractable",C23.888.592.612.776
"pain, postoperative",C23.550.767.700
palatal neoplasms,C04.588.149.721.450.692
pallor,C23.888.885.500
pancoast syndrome,C04.588.894.797.520.734
pancreatic cyst,C04.182.640
pancreatic diseases,C06.689
pancreatic fistula,C06.267.775
exocrine pancreatic insufficiency,C06.689.276
pancreatic neoplasms,C04.588.274.761
pancreatic pseudocyst,C04.182.640.692
pancreatitis,C06.689.750
pancytopenia,C15.378.700
"panniculitis, nodular nonsuppurative",C17.300.710.500
panophthalmitis,C01.150.252.289.900.675
papilledema,C10.292.700.900
papilloma,C04.557.470.700.600
papillon-lefevre disease,C16.320.850.475.600
phlebotomus fever,C01.920.500.700
paracoccidioidomycosis,C01.150.703.700
paraganglioma,C04.557.465.625.650.700
"paraganglioma, extra-adrenal",C04.557.465.625.650.700.705
paragonimiasis,C01.610.335.865.741
parakeratosis,C17.800.428.736
paralysis,C10.597.622
"bulbar palsy, progressive",C10.574.562.300
"paralyses, familial periodic",C05.651.701
"paralysis, obstetric",C16.614.131.587
parametritis,C12.050.351.500.056.750.750
respirovirus infections,C01.925.782.580.600.600
paranasal sinus diseases,C08.460.692
paranasal sinus neoplasms,C04.588.443.665.650.693
paraneoplastic syndromes,C04.730
paraphimosis,C12.100.500.494.684.587
paraplegia,C10.597.622.669
paraproteinemias,C15.378.147.780
parapsoriasis,C17.800.859.575
parasitic diseases,C01.610
"parasitic diseases, animal",C01.610.701
parathyroid diseases,C19.642
parathyroid neoplasms,C04.588.322.525
paratuberculosis,C01.150.252.410.040.552.475.747
paratyphoid fever,C01.150.252.400.310.821.438
paresis,C10.597.636
paresthesia,C10.597.751.791.875
parkinson disease,C10.228.140.079.862.500
"parkinson disease, postencephalitic",C10.228.140.079.862.800.600
"parkinson disease, secondary",C10.228.140.079.862.800
paronychia,C01.800.460
parotid diseases,C07.465.815.470
parotid neoplasms,C04.588.443.591.824.695
parotitis,C07.465.815.470.800
parovarian cyst,C04.182.668
parturient paresis,C22.695
parvoviridae infections,C01.925.256.700
pasteurella infections,C01.150.252.400.700.662
pathologic processes,C23.550
lice infestations,C01.610.858.211.465
pelger-huet anomaly,C15.378.553.696
peliosis hepatis,C06.552.802
pellagra,C18.654.521.500.133.699.529
pelvic neoplasms,C04.588.699
"pemphigoid, benign mucous membrane",C11.187.482
"pemphigoid, bullous",C17.800.865.690
pemphigus,C17.800.865.716
penile diseases,C12.100.500.494
penile induration,C12.100.500.494.508
penile neoplasms,C04.588.945.440.715
peptic ulcer,C06.405.469.275.800
peptic ulcer hemorrhage,C06.405.227.700
peptic ulcer perforation,C06.405.469.275.800.698
perceptual disorders,C10.597.606.762
periapical abscess,C01.830.025.650
periapical diseases,C07.320.830
periapical granuloma,C07.320.830.700.740
periapical periodontitis,C07.320.830.700
polyarteritis nodosa,C14.907.940.090.720
periarthritis,C05.550.114.678
pericardial effusion,C14.280.695
pericarditis,C14.280.720
"pericarditis, constrictive",C14.280.720.595
"pericarditis, tuberculous",C01.150.252.410.040.552.846.554.595
pericoronitis,C07.465.714.258.771
perinephritis,C12.050.351.968.419.685
familial mediterranean fever,C16.320.382.625
periodontal abscess,C01.830.025.665
periodontal cyst,C04.182.089.530.690.790
periodontal diseases,C07.465.714
periodontal pocket,C07.465.714.533.750
periodontitis,C07.465.714.533
aggressive periodontitis,C07.465.714.533.161
periostitis,C01.160.595
peripheral nervous system diseases,C10.668.829
peripheral nervous system neoplasms,C04.588.614.596
peritoneal diseases,C06.844
peritoneal neoplasms,C04.588.033.513
peritonitis,C01.463.600
persistent fetal circulation syndrome,C08.381.423.694
peutz-jeghers syndrome,C04.700.633
phagocyte bactericidal dysfunction,C15.378.553.774
phantom limb,C10.597.606.762.700
pharyngeal diseases,C07.550
pharyngeal neoplasms,C04.588.443.665.710
pharyngitis,C01.748.561
phencyclidine abuse,C25.775.700
phenylketonurias,C10.228.140.163.100.687
pheochromocytoma,C04.557.465.625.650.700.725
phimosis,C12.100.500.494.684
phlebitis,C14.907.617.718
phosphorus metabolism disorders,C18.452.750
photosensitivity disorders,C17.800.600
pica,C23.888.821.825
obesity hypoventilation syndrome,C08.618.085.852.850.500
picornaviridae infections,C01.925.782.687
piedra,C01.150.703.753
pierre robin syndrome,C05.500.460.606
pigmentation disorders,C17.800.621
pilonidal sinus,C04.182.710
pinealoma,C04.557.465.625.600.657
pinta,C01.150.252.400.794.840.250
pituitary apoplexy,C10.228.140.300.535.625
pituitary diseases,C10.228.140.617.738
pituitary neoplasms,C04.588.322.609
pityriasis,C17.800.859.600
pityriasis rubra pilaris,C17.800.859.600.685
placenta accreta,C12.050.703.420.643
placenta diseases,C12.050.703.590
placenta previa,C12.050.703.420.714
placental insufficiency,C12.050.703.590.800
plague,C01.150.252.400.310.980.390
plant poisoning,C25.723.756
plasmacytoma,C04.557.595.600
platelet storage pool deficiency,C15.378.100.685
platybasia,C05.116.099.742
pleural diseases,C08.528
pleural effusion,C08.528.652
pleural neoplasms,C04.588.894.797.640
pleurisy,C01.748.582
"pleurodynia, epidemic",C01.925.782.687.359.213.737
pleuropneumonia,C01.748.582.473
"pleuropneumonia, contagious",C01.150.252.400.610.610.717
plummer-vinson syndrome,C06.405.117.119.500.742
pneumatosis cystoides intestinalis,C06.405.469.778
pneumocephalus,C10.228.140.199.700
pneumococcal infections,C01.150.252.410.890.670
pneumoconiosis,C08.381.483.581
pneumonia,C01.748.610
"pneumonia, aspiration",C01.748.610.529
"pneumonia, atypical interstitial, of cattle",C22.196.706
"pneumonia, lipid",C01.748.610.529.612
"pneumonia, pneumococcal",C01.150.252.410.890.670.750
"pneumonia, mycoplasma",C01.150.252.400.610.610.760
"pneumonia, pneumocystis",C01.150.703.534.700
"pneumonia, progressive interstitial, of sheep",C01.925.782.815.616.660
"pneumonia, rickettsial",C01.150.252.400.789.600
"pneumonia, staphylococcal",C01.150.252.410.868.675
"pneumonia, viral",C01.748.610.763
pneumopericardium,C14.280.763
pneumoperitoneum,C06.844.670
pneumothorax,C08.528.778
rothmund-thomson syndrome,C16.131.831.775
"dermatitis, toxicodendron",C17.800.174.255.100.700
poisoning,C25.723
poland syndrome,C05.116.099.370.894.819.756
poliomyelitis,C01.207.618.750
"poliomyelitis, bulbar",C01.207.618.750.500
"polychondritis, relapsing",C05.182.531
polycystic ovary syndrome,C04.182.612.765
polycythemia,C15.378.738
polycythemia vera,C04.588.448.200.500
polymyalgia rheumatica,C05.651.742
polyneuropathies,C10.668.829.800
polyploidy,C23.550.210.702
adenomatous polyposis coli,C04.557.470.035.215.100
polyps,C23.300.825
polyradiculopathy,C10.668.829.800.750.700
polyradiculoneuropathy,C10.114.750
polyuria,C12.050.351.968.934.616
"eczema, dyshidrotic",C17.800.174.620.300
popliteal cyst,C04.182.867.500
porphyrias,C18.452.811
postgastrectomy syndromes,C06.405.748.630
postmortem changes,C23.550.260.224.617
postoperative complications,C23.550.767
postpericardiotomy syndrome,C14.280.793
postphlebitic syndrome,C14.907.617.718.760
potassium deficiency,C18.654.521.500.617
poultry diseases,C22.131.728
poxviridae infections,C01.925.256.743
prader-willi syndrome,C10.597.606.360.690
pre-eclampsia,C12.050.703.395.249
pre-excitation syndromes,C14.280.067.780
"pre-excitation, mahaim-type",C14.280.067.780.770
precancerous conditions,C04.834
prediabetic state,C18.452.394.750.774
pregnancy complications,C12.050.703
"pregnancy complications, cardiovascular",C12.050.703.634
"pregnancy complications, hematologic",C12.050.703.667
"pregnancy complications, infectious",C01.674
"pregnancy complications, neoplastic",C04.850
pregnancy in diabetics,C12.050.703.726
"pregnancy, abdominal",C12.050.703.733.536
"pregnancy, ectopic",C12.050.703.733
"pregnancy, prolonged",C12.050.703.805
"pregnancy, tubal",C12.050.703.733.703
preleukemia,C04.834.770
premenstrual syndrome,C23.550.568.968
prenatal exposure delayed effects,C12.050.703.824.500
presbycusis,C09.218.458.341.887.772
presbyopia,C11.744.786
priapism,C12.100.500.494.786
proctitis,C06.405.205.865
proctocolitis,C06.405.205.265.767
progeria,C16.320.488.875
prognathism,C05.500.460.655
prolapse,C23.300.842
prostatic diseases,C12.100.500.565
prostatic hyperplasia,C12.100.500.565.500
